id,carat,cut,color,clarity,depth,table,price
614,0.31,5,5,5,62.1,56.0,872
615,0.3,5,3,4,62.5,53.2,486
616,0.3,5,5,3,62.5,57.0,475
617,1.03,2,1,3,63.6,57.0,2855
618,0.36,4,6,5,61.5,59.0,727
619,0.73,5,7,3,61.4,56.0,2943
620,0.75,4,3,3,60.2,59.0,2329
621,0.35,5,7,3,61.6,56.0,827
622,0.27,5,4,4,61.5,55.0,490
623,0.9,1,4,5,65.7,58.0,3806
624,0.38,4,6,4,62.2,59.0,866
625,1.12,4,4,8,60.9,57.0,9126
626,0.51,5,6,2,62.0,56.0,1385
627,1.36,5,7,4,62.1,55.0,11793
628,0.8,5,4,4,62.1,57.0,3494
629,0.34,4,2,5,61.0,60.0,537
630,0.3,2,4,3,63.8,56.0,574
631,0.82,4,5,2,59.7,57.0,2867
632,0.39,5,2,4,60.8,56.0,698
633,0.32,5,5,2,62.6,56.0,540
634,0.54,5,4,5,61.0,57.0,1957
635,0.91,2,7,2,64.1,62.0,3408
636,0.37,5,2,5,60.8,56.0,603
637,0.32,5,7,4,62.0,55.0,758
638,1.04,3,6,3,59.6,59.0,5662
639,0.53,5,5,4,61.1,54.0,1655
640,0.23,3,5,6,60.4,61.0,505
641,1.0,1,3,2,67.0,55.0,2912
642,0.25,3,6,4,63.3,56.0,436
643,0.32,5,4,5,62.3,55.0,559
644,0.25,3,5,7,64.2,58.0,548
645,0.3,5,3,8,62.0,57.0,764
646,2.19,5,3,3,60.6,57.0,18475
647,0.92,3,5,2,62.1,59.0,3854
648,1.03,3,5,2,61.8,59.0,4414
649,1.14,3,3,4,59.9,57.0,5053
650,0.53,5,5,3,61.9,55.0,1639
651,0.9,5,4,2,62.4,56.0,3500
652,0.52,5,4,6,62.1,57.0,1911
653,0.55,5,2,5,62.2,55.0,1238
654,0.83,4,5,4,61.9,58.0,3408
655,0.73,3,4,7,62.9,59.0,3606
656,2.01,4,3,3,61.4,56.0,18295
657,0.34,4,2,7,60.5,59.0,626
658,1.06,4,3,4,62.0,58.0,5783
659,1.01,5,4,6,62.0,58.0,7597
660,0.9,3,5,2,60.8,55.0,3552
661,0.58,5,5,6,61.9,56.0,2380
662,0.31,4,3,4,58.9,61.0,586
663,1.01,1,5,2,67.3,62.0,3597
664,1.0,2,5,2,63.7,57.0,3906
665,1.07,2,3,4,63.8,57.0,5758
666,0.38,5,3,5,60.6,57.0,1117
667,0.27,3,6,4,59.5,56.0,470
668,0.36,4,5,2,60.3,59.0,446
669,1.36,4,1,4,58.4,59.0,6157
670,1.2,3,3,3,62.8,58.0,5567
671,0.9,3,2,4,58.7,60.0,3709
672,1.19,1,2,3,64.9,58.0,5198
673,0.41,5,4,4,59.8,57.0,1061
674,0.25,3,5,6,61.6,57.0,633
675,1.21,3,3,5,62.4,60.0,7279
676,1.45,4,3,5,60.6,60.0,8550
677,0.51,4,4,2,63.0,61.0,1056
678,1.0,4,5,3,60.8,59.0,4234
679,0.7,2,2,4,63.6,58.0,2117
680,0.35,3,7,5,60.9,58.0,763
681,0.58,5,4,7,61.3,56.0,2256
682,0.66,2,3,5,59.8,60.9,1978
683,2.12,4,3,2,62.3,58.0,12693
684,0.9,3,4,4,63.4,59.0,4135
685,1.01,3,5,7,61.4,58.0,9810
686,0.44,5,6,3,62.6,56.0,1040
687,0.32,4,5,2,59.7,59.0,540
688,0.55,5,7,5,61.3,56.0,2251
689,0.71,5,2,6,61.4,58.0,2559
690,1.22,4,5,4,59.8,59.0,8417
691,0.99,5,2,3,61.8,57.0,4763
692,1.01,3,6,3,62.8,57.0,5499
693,0.35,4,6,5,62.2,58.0,921
694,0.4,5,4,7,60.2,60.0,997
695,0.36,4,4,2,61.9,56.0,608
696,0.58,5,7,2,63.4,57.0,1356
697,0.51,3,6,3,61.4,58.0,1284
698,1.01,3,2,3,63.4,62.0,4072
699,0.72,5,3,7,61.8,56.0,3708
700,0.41,5,6,4,61.8,57.0,935
701,1.21,4,3,4,61.0,58.0,7142
702,0.4,5,4,3,62.3,54.0,741
703,0.7,3,7,3,58.3,62.0,2563
704,0.32,5,2,5,61.7,55.6,529
705,1.52,5,5,3,62.3,55.1,11971
706,0.3,4,7,3,61.0,60.0,709
707,1.17,5,1,3,62.1,57.0,4617
708,2.06,4,2,3,61.0,58.0,15517
709,1.2,5,3,3,62.5,56.0,6742
710,0.6,5,7,4,60.4,57.0,2019
711,1.01,3,4,5,63.2,61.0,6529
712,0.32,2,7,2,63.4,56.0,477
713,0.33,5,2,8,62.1,55.0,891
714,1.24,5,4,5,61.8,55.0,10946
715,1.0,4,3,3,62.7,60.0,4469
716,2.01,2,2,3,63.8,57.0,13976
717,1.01,3,6,2,63.4,59.0,4299
718,1.13,5,3,3,62.0,57.0,5050
719,0.42,4,6,3,62.0,58.0,926
720,0.79,5,4,3,61.8,56.0,2831
721,0.5,2,5,6,58.5,62.0,2052
722,1.04,4,3,3,59.5,58.0,4890
723,0.78,3,7,4,62.2,56.0,3668
724,0.38,5,7,5,62.2,57.0,1140
725,1.7,4,2,4,62.4,58.0,10910
726,0.52,5,6,3,61.0,55.0,1586
727,1.5,5,4,6,61.3,56.0,17176
728,1.21,3,3,4,59.1,59.0,7113
729,1.35,4,1,3,62.1,54.0,4082
730,0.65,5,7,6,61.4,60.0,3228
731,0.53,5,4,8,61.8,57.0,2247
732,1.29,5,5,5,62.3,54.4,10727
733,0.55,5,2,7,62.7,57.0,1712
734,0.41,4,6,3,62.8,59.0,969
735,1.36,4,2,5,62.0,59.0,7592
736,0.34,4,4,8,62.3,59.0,1014
737,2.01,4,3,3,62.7,59.0,17688
738,0.38,5,3,7,60.7,56.0,1069
739,1.16,5,3,3,62.2,55.0,5554
740,2.01,4,3,2,60.5,61.0,16287
741,0.31,5,3,6,61.7,55.8,652
742,0.77,4,4,3,61.6,59.0,2657
743,2.75,5,7,1,60.9,57.0,13156
744,2.01,4,3,2,62.3,60.0,14558
745,1.06,5,7,2,61.2,57.0,4682
746,0.51,5,4,5,61.6,54.0,1599
747,0.56,5,7,4,61.9,57.0,2066
748,0.77,5,6,2,61.0,57.0,2360
749,1.51,1,4,3,65.0,59.0,8681
750,0.47,5,4,7,61.3,56.0,1441
751,0.44,5,6,5,61.5,56.0,1155
752,0.9,4,6,3,60.3,56.0,4209
753,0.9,5,4,5,62.5,57.0,5080
754,0.45,3,5,2,61.5,61.0,729
755,1.02,5,4,5,61.4,57.0,7055
756,0.46,5,4,7,60.7,57.0,1453
757,1.0,4,3,3,61.7,59.0,4144
758,1.01,4,3,3,60.5,58.0,4578
759,0.38,5,5,5,62.0,54.0,865
760,1.03,4,3,5,62.0,59.0,5523
761,0.76,5,3,4,61.4,57.0,3038
762,0.52,5,2,3,61.8,54.0,950
763,0.38,4,7,5,62.4,59.0,1140
764,0.52,5,5,7,62.3,56.0,2333
765,0.31,5,7,4,61.2,55.0,734
766,0.71,2,5,2,64.5,55.6,2282
767,0.36,5,6,3,62.4,55.0,810
768,2.03,3,1,6,63.2,60.0,16043
769,0.3,5,6,3,62.4,57.0,499
770,0.5,3,6,6,59.3,56.0,2168
771,0.58,3,4,2,63.3,58.0,1117
772,0.31,4,3,6,62.6,60.0,625
773,0.9,2,4,2,63.8,59.0,3246
774,0.91,1,3,3,65.3,62.0,3278
775,0.32,5,2,4,61.5,56.0,449
776,1.56,4,7,3,62.6,58.0,12226
777,0.42,5,3,7,61.9,54.2,1094
778,0.63,5,7,3,61.1,56.0,1779
779,0.34,5,6,5,62.2,54.2,816
780,0.23,3,5,6,58.1,63.0,600
781,2.09,2,5,2,63.4,55.0,18472
782,0.74,3,6,3,60.0,57.0,2839
783,0.5,3,3,6,62.9,56.0,1569
784,0.53,5,5,6,62.3,56.0,2045
785,1.19,3,4,2,63.4,56.0,3739
786,1.13,4,2,2,59.9,57.0,4271
787,0.78,4,3,3,60.0,60.0,2489
788,1.58,4,2,1,60.2,61.0,4459
789,0.61,4,3,3,61.2,58.0,1588
790,1.0,2,6,2,57.9,59.0,3752
791,0.38,5,4,3,61.8,54.0,969
792,1.01,4,5,4,61.5,58.0,6244
793,0.36,5,6,4,61.7,57.0,878
794,0.34,3,6,3,63.2,55.0,765
795,0.77,5,3,3,62.4,56.0,2875
796,0.4,1,5,3,64.7,58.0,857
797,1.4,3,4,5,62.6,58.0,11262
798,1.71,5,1,3,62.8,57.0,6320
799,0.41,3,7,3,63.0,57.0,717
800,1.13,3,3,2,62.0,58.0,5179
801,0.38,3,7,2,59.2,61.0,633
802,0.9,3,4,4,63.3,54.0,4309
803,0.7,3,6,5,61.5,56.0,2967
804,1.24,5,1,4,61.8,58.0,5361
805,0.51,3,5,5,63.3,59.0,1722
806,0.33,5,6,7,62.2,54.0,906
807,0.32,5,7,4,62.2,56.0,758
808,0.82,3,7,3,63.1,58.0,2954
809,1.02,5,6,2,62.3,56.0,3455
810,0.34,3,6,3,63.3,57.0,714
811,0.67,2,5,5,64.4,57.0,2244
812,0.79,3,7,2,63.2,57.0,3081
813,0.73,5,7,3,61.2,57.0,2947
814,0.3,4,6,6,61.4,59.0,789
815,0.73,4,4,4,60.7,58.0,2746
816,0.67,5,4,7,62.4,55.0,2577
817,0.54,3,6,2,61.9,58.0,1163
818,1.01,5,5,2,62.7,57.0,3945
819,0.72,5,1,7,62.4,58.0,2139
820,2.58,3,7,2,58.9,63.0,14749
821,0.9,1,3,2,65.0,61.0,2883
822,0.35,2,6,2,63.9,55.0,491
823,0.4,5,4,4,62.5,54.0,792
824,0.91,3,2,6,63.5,59.0,3618
825,0.3,5,7,2,61.1,55.0,574
826,0.7,4,3,5,60.2,56.0,2435
827,1.1,5,4,3,61.6,56.0,5610
828,0.41,4,6,5,60.4,58.0,1153
829,1.0,4,5,4,62.5,54.0,6154
830,0.31,5,4,7,62.0,54.0,789
831,1.6,5,3,4,61.2,57.0,8709
832,1.09,4,4,2,59.0,58.0,4456
833,0.3,4,3,4,62.2,59.0,473
834,0.23,5,5,4,60.9,57.0,498
835,0.52,4,5,2,61.7,58.0,1111
836,0.59,4,6,2,61.4,59.0,1229
837,0.4,4,4,3,62.0,59.0,900
838,1.0,3,7,6,61.3,58.0,9487
839,0.33,5,5,4,61.6,55.0,854
840,0.31,3,7,3,62.1,58.0,571
841,0.62,5,6,6,62.0,56.0,2904
842,1.5,2,2,3,61.1,63.0,8254
843,0.38,5,2,5,61.9,54.7,703
844,0.25,2,5,5,63.6,57.0,558
845,2.14,3,7,2,60.3,60.0,18526
846,0.41,4,4,7,59.7,60.0,1148
847,1.05,3,5,3,59.7,60.0,5666
848,0.75,3,4,3,60.9,58.0,2545
849,0.71,5,2,5,61.3,57.0,2525
850,0.52,3,1,7,61.7,55.5,1363
851,0.39,5,6,7,60.8,58.0,1183
852,0.53,3,6,2,58.3,62.0,1160
853,0.4,4,4,7,61.5,58.0,1200
854,0.73,5,5,5,61.4,55.0,3797
855,1.57,3,2,5,62.7,58.0,10682
856,0.52,5,3,3,62.3,54.0,1074
857,1.27,5,5,4,61.0,54.0,10656
858,1.06,5,5,3,62.1,57.0,5758
859,0.4,5,6,7,61.7,57.0,1397
860,1.04,5,5,6,61.2,57.0,9005
861,0.7,5,3,5,61.9,56.0,2710
862,0.56,4,4,2,59.6,58.0,1103
863,0.3,4,3,4,61.1,61.0,608
864,0.92,3,5,5,61.0,60.0,5006
865,1.28,4,4,5,60.9,58.0,9335
866,0.41,4,7,3,61.4,58.0,1015
867,1.03,4,4,3,58.2,59.0,4900
868,0.74,5,2,3,61.3,56.0,2769
869,0.4,5,4,4,60.9,58.0,825
870,0.7,4,3,3,62.0,58.0,2155
871,0.3,2,4,5,63.6,55.0,605
872,0.37,5,6,5,61.4,56.0,874
873,1.08,5,4,5,62.4,55.0,7925
874,0.37,4,5,4,60.5,59.0,696
875,1.31,3,2,2,63.5,55.0,5612
876,0.47,3,4,7,60.6,55.0,1780
877,0.52,5,4,5,61.6,54.0,1721
878,0.91,3,2,4,62.5,58.0,3579
879,1.01,3,7,2,61.9,58.0,4727
880,1.21,4,3,2,62.6,61.0,5421
881,0.71,5,2,4,62.1,59.0,2315
882,0.71,2,6,2,57.5,58.0,1783
883,1.24,5,1,4,62.1,56.0,6639
884,0.91,2,4,4,63.6,58.0,4183
885,0.7,3,3,7,63.5,58.0,2682
886,0.32,5,4,8,62.3,54.0,883
887,1.52,4,2,2,62.5,56.0,7341
888,0.29,3,6,5,62.8,44.0,474
889,1.23,5,3,2,62.1,55.9,6088
890,0.54,3,6,3,60.2,58.0,1358
891,1.19,4,3,4,62.6,56.0,6198
892,1.03,4,4,4,63.0,59.0,5826
893,0.36,4,2,4,62.7,59.0,648
894,0.32,5,5,6,61.9,57.0,786
895,1.07,5,5,8,62.0,57.0,11434
896,0.72,3,5,5,63.3,58.0,3219
897,0.71,5,4,4,61.8,56.0,3299
898,0.9,5,6,4,62.3,57.0,4788
899,0.7,4,7,5,61.0,59.0,3501
900,0.43,5,7,3,61.6,56.0,807
901,1.07,1,4,2,66.8,57.0,3545
902,0.7,4,4,1,59.2,61.0,1115
903,1.5,1,3,2,65.5,53.0,7187
904,0.32,2,7,3,63.6,56.0,589
905,1.04,5,4,4,61.8,56.0,6290
906,1.0,2,1,7,63.5,59.0,4633
907,0.33,5,7,4,62.5,55.0,781
908,0.7,5,6,7,61.8,55.0,5338
909,2.01,4,4,3,62.5,58.0,17334
910,0.58,2,6,5,61.5,61.9,2041
911,1.07,4,2,4,60.7,58.0,4491
912,0.7,2,5,3,59.7,64.0,2337
913,1.04,5,1,3,62.0,53.0,4469
914,0.54,4,2,8,58.8,61.0,1836
915,1.01,2,1,5,61.5,61.0,4189
916,1.05,4,4,4,62.8,58.0,6181
917,0.34,5,7,4,60.6,57.0,1033
918,1.5,4,2,2,62.7,57.0,7526
919,0.34,4,5,6,59.6,60.0,928
920,1.51,2,6,3,62.8,59.0,11487
921,0.72,5,3,2,61.4,55.0,2112
922,0.31,4,3,8,61.7,58.0,1046
923,1.16,4,4,5,61.9,58.0,8107
924,0.83,5,4,3,62.1,57.0,3044
925,0.5,2,5,2,62.0,54.7,1214
926,0.41,5,4,6,60.4,56.0,1076
927,1.23,5,3,3,61.0,56.0,6439
928,1.19,5,3,1,61.5,57.0,3732
929,0.46,1,5,4,66.0,58.0,982
930,0.33,4,3,6,61.6,58.0,854
931,0.56,3,5,5,61.2,58.0,1929
932,0.41,5,5,4,61.0,57.0,1107
933,0.37,5,7,4,61.3,56.0,1124
934,1.07,5,4,4,61.1,59.0,6324
935,0.83,5,7,3,61.3,56.0,3990
936,1.0,1,7,2,65.6,66.0,3767
937,0.32,3,4,4,59.9,57.0,561
938,0.51,5,4,2,61.3,55.0,1094
939,0.25,4,4,2,58.8,60.0,1186
940,0.36,3,7,7,59.0,59.0,1119
941,0.51,4,4,4,61.3,59.0,1343
942,0.52,5,7,4,60.3,56.0,1677
943,0.41,4,4,5,62.4,57.0,961
944,0.7,3,6,5,61.9,61.0,3235
945,0.41,5,7,3,62.7,56.0,791
946,0.43,5,4,8,61.2,57.0,1433
947,1.5,2,3,2,64.0,61.0,5208
948,0.41,5,5,7,60.7,56.0,1356
949,0.31,5,5,4,61.6,56.0,749
950,0.91,3,3,3,63.0,57.0,3087
951,1.01,4,4,2,62.4,59.0,4327
952,0.55,4,4,4,62.7,60.0,1445
953,1.2,2,2,5,64.8,58.0,5600
954,1.06,5,6,6,61.0,57.0,9712
955,0.37,3,6,5,60.2,56.0,925
956,0.55,5,3,6,61.9,56.0,1668
957,1.31,4,3,2,60.0,57.0,6089
958,0.7,3,5,1,63.2,61.0,1736
959,0.41,5,3,3,62.4,53.0,722
960,0.53,5,6,6,61.9,55.0,2263
961,0.3,5,5,7,61.7,57.0,1041
962,1.34,3,3,6,59.7,60.0,9735
963,1.0,3,4,4,63.0,59.0,5702
964,1.03,5,5,5,59.0,55.0,7752
965,1.7,3,1,3,59.1,61.0,7713
966,0.3,5,5,5,61.5,55.0,612
967,0.9,5,7,2,62.3,57.0,3871
968,1.23,3,5,5,60.6,58.0,9346
969,1.17,2,1,3,63.9,55.0,4054
970,1.52,5,3,4,61.9,55.0,11379
971,2.02,5,3,3,62.4,58.0,17141
972,1.52,2,3,3,63.6,57.0,9898
973,0.33,4,2,6,61.0,58.0,579
974,1.5,5,1,3,61.1,56.7,7520
975,2.16,5,4,2,62.5,54.2,18001
976,0.78,5,5,5,61.6,56.0,3537
977,0.36,5,6,3,62.0,57.0,810
978,0.55,5,4,4,62.4,56.0,1556
979,0.5,3,6,4,61.5,56.0,1624
980,0.59,5,3,2,61.9,55.0,1292
981,0.34,5,4,6,62.4,53.0,751
982,1.54,3,4,4,63.0,59.0,11708
983,1.24,3,2,5,61.4,63.0,5444
984,0.5,5,7,2,62.4,56.0,1239
985,0.36,4,5,5,61.3,57.0,1013
986,1.01,3,2,3,61.4,62.0,4693
987,1.01,2,1,3,58.8,57.0,3853
988,0.39,4,4,3,62.4,58.0,878
989,0.7,5,6,3,62.8,56.0,2537
990,0.31,3,7,5,63.7,58.0,709
991,1.17,5,4,4,62.2,57.0,6321
992,0.42,4,3,5,61.6,58.0,1087
993,0.54,5,4,3,61.2,58.0,1404
994,0.77,5,3,3,62.2,56.0,2781
995,1.5,1,5,4,65.3,57.0,13853
996,0.5,3,5,3,62.7,61.0,1197
997,1.2,5,4,4,61.9,57.0,7930
998,0.72,3,4,3,63.1,57.0,2385
999,0.8,5,5,4,62.7,54.0,3369
1000,1.88,3,2,4,62.2,57.0,13607
1001,0.73,5,6,5,61.7,57.0,3758
1002,0.5,3,1,3,63.3,60.0,963
1003,0.7,3,7,3,62.3,59.0,2827
1004,1.26,5,6,5,61.2,56.0,11323
1005,0.32,5,5,7,61.4,56.0,912
1006,0.72,5,5,5,61.6,56.0,3759
1007,0.53,5,4,6,61.4,57.0,2250
1008,0.34,4,3,3,62.1,59.0,477
1009,0.4,4,3,5,62.7,59.0,731
1010,0.56,5,7,4,61.9,57.0,1963
1011,0.5,3,6,5,63.9,55.0,1604
1012,0.56,5,7,3,62.5,56.0,1729
1013,1.51,2,2,2,63.6,60.0,7957
1014,1.1,3,3,3,63.5,55.0,4682
1015,1.31,5,3,5,62.5,56.0,8774
1016,1.14,2,2,2,60.0,65.0,3735
1017,0.31,5,3,3,61.3,57.0,421
1018,0.42,4,4,7,62.7,58.0,1235
1019,0.63,3,5,4,63.0,56.2,2032
1020,0.7,4,2,7,59.1,60.0,2513
1021,1.0,2,3,3,63.4,56.0,4389
1022,0.71,5,6,4,61.6,56.0,3381
1023,0.32,5,5,6,62.1,54.0,1008
1024,2.1,1,4,1,67.4,59.0,6597
1025,0.7,5,6,2,60.5,56.0,2375
1026,0.23,5,4,8,61.8,56.0,536
1027,0.38,3,6,3,58.3,61.0,640
1028,0.7,3,6,5,62.5,56.0,3063
1029,0.33,4,3,4,61.3,60.0,668
1030,0.28,5,5,3,62.3,54.0,453
1031,1.1,5,1,2,62.0,59.0,4226
1032,0.51,2,1,4,63.1,56.0,984
1033,0.27,5,2,5,62.2,55.0,432
1034,0.35,4,3,2,61.6,58.0,441
1035,0.32,3,7,3,62.7,57.0,589
1036,2.32,4,1,2,62.5,58.0,14666
1037,0.33,5,7,2,62.9,56.0,631
1038,0.3,2,4,8,63.8,55.0,956
1039,0.92,2,7,3,60.2,56.0,5259
1040,0.57,3,6,4,63.0,59.0,1654
1041,0.7,2,6,3,61.4,64.0,2872
1042,0.59,5,6,4,61.4,58.0,1657
1043,1.57,4,2,4,62.6,58.0,9847
1044,0.57,5,3,5,60.9,56.0,1800
1045,1.02,3,6,2,59.6,59.0,4398
1046,0.36,5,6,4,61.1,56.0,1013
1047,0.37,5,6,3,61.4,56.0,777
1048,0.3,4,3,7,62.7,59.0,878
1049,1.58,4,3,5,61.7,59.0,11491
1050,1.0,4,4,7,62.9,53.0,7848
1051,1.0,5,2,2,60.9,57.0,3811
1052,0.31,5,4,7,62.5,54.0,816
1053,0.58,5,6,5,62.2,55.0,2041
1054,0.51,2,7,2,64.2,56.0,1232
1055,0.7,5,5,3,62.2,55.0,2697
1056,1.0,3,6,2,60.5,59.0,4435
1057,0.61,4,3,3,59.5,62.0,1382
1058,2.14,3,5,2,58.2,61.0,17582
1059,0.4,5,3,8,60.9,58.0,1074
1060,0.57,3,1,3,60.6,61.0,1037
1061,0.91,3,4,5,63.4,54.0,4209
1062,1.79,4,4,3,60.5,58.0,14127
1063,0.52,4,4,7,61.9,61.0,2153
1064,0.98,5,2,2,62.6,54.0,3873
1065,1.2,5,4,3,62.2,58.0,6741
1066,1.03,5,7,3,61.0,57.0,5804
1067,0.25,5,5,4,62.8,57.0,436
1068,0.9,4,6,3,61.1,58.0,4106
1069,0.33,5,6,4,61.6,57.0,723
1070,1.49,3,3,4,62.7,60.0,9552
1071,0.57,1,5,6,65.2,56.2,1902
1072,1.0,4,5,6,61.2,60.0,8400
1073,0.43,5,5,6,62.2,55.0,1169
1074,1.29,4,3,4,60.7,61.0,7802
1075,0.43,3,5,4,61.0,57.0,905
1076,0.55,4,5,4,62.2,58.0,1698
1077,0.35,5,3,8,61.7,56.0,984
1078,0.8,5,5,4,61.3,55.0,3913
1079,0.3,4,6,4,62.0,58.0,844
1080,0.3,5,5,8,60.9,56.0,886
1081,1.13,1,3,3,65.3,59.0,5771
1082,0.9,5,7,3,60.7,57.0,4304
1083,0.31,5,7,4,61.9,56.0,734
1084,0.33,5,6,7,61.9,54.0,945
1085,0.35,5,4,3,61.3,56.0,669
1086,0.23,3,6,7,58.8,61.0,485
1087,0.41,2,5,7,63.9,56.0,915
1088,0.56,5,5,4,62.2,55.0,1739
1089,0.31,3,7,3,60.0,61.0,571
1090,0.36,2,4,3,63.3,56.0,537
1091,0.5,4,5,6,62.7,56.0,1987
1092,1.21,3,1,4,62.4,58.0,4191
1093,0.9,5,2,4,61.5,58.0,3629
1094,0.37,2,7,3,63.7,55.0,681
1095,1.23,4,7,2,62.3,58.0,6833
1096,1.2,2,1,2,63.3,54.4,4659
1097,0.3,3,7,3,62.5,59.0,552
1098,1.04,4,4,8,61.3,58.0,9039
1099,0.61,5,3,5,60.8,56.0,2053
1100,0.75,3,5,3,63.1,58.0,2347
1101,1.5,5,4,5,61.3,53.9,13820
1102,1.02,5,7,5,60.5,56.0,8181
1103,0.46,3,7,4,63.4,59.0,1030
1104,1.52,3,4,2,60.9,57.0,8151
1105,0.74,3,6,4,61.4,63.0,2638
1106,1.01,4,7,3,62.8,58.0,4751
1107,0.41,4,4,7,60.3,60.0,1230
1108,0.9,5,3,5,61.8,55.0,4964
1109,1.16,5,7,5,61.2,58.0,10241
1110,0.52,2,5,5,64.2,58.0,1841
1111,0.71,3,6,4,59.6,60.0,2954
1112,0.71,5,7,2,61.5,56.0,2633
1113,0.32,2,6,7,59.4,61.0,801
1114,0.33,5,2,3,63.0,57.0,557
1115,1.09,3,3,3,63.2,57.0,4871
1116,1.01,4,3,3,61.9,59.0,4191
1117,1.18,2,4,3,58.0,59.0,6743
1118,0.9,5,4,2,61.4,56.0,4044
1119,0.31,4,2,6,62.1,58.0,698
1120,0.3,5,6,6,60.9,57.0,786
1121,0.37,5,4,4,61.3,57.0,649
1122,0.5,2,4,7,63.3,56.0,1966
1123,1.22,3,4,8,62.0,59.0,8793
1124,1.51,3,2,7,62.0,58.0,11512
1125,0.53,5,5,2,60.3,56.0,1335
1126,0.31,4,3,5,61.4,56.0,698
1127,1.09,5,1,4,43.0,54.0,4778
1128,1.03,4,4,4,62.1,57.0,6146
1129,0.34,4,3,7,61.2,60.0,775
1130,0.54,5,4,5,61.7,57.0,1726
1131,0.77,5,7,2,62.3,55.0,3011
1132,1.0,3,7,2,59.4,60.0,4543
1133,0.4,3,5,3,59.6,61.0,927
1134,0.3,5,5,4,62.5,53.3,601
1135,0.38,5,6,8,61.9,56.0,1433
1136,0.7,5,5,5,62.4,56.0,2874
1137,1.51,5,6,5,62.2,57.0,17649
1138,0.32,5,5,7,61.7,56.0,926
1139,0.41,4,4,6,61.4,58.0,1076
1140,1.02,4,3,3,61.1,58.0,5084
1141,0.71,4,7,3,61.4,58.0,2863
1142,1.25,4,3,2,61.6,54.0,5740
1143,0.4,3,4,3,60.0,63.0,702
1144,0.8,5,4,2,62.0,56.0,2517
1145,0.61,5,5,2,62.3,57.0,1303
1146,1.23,5,2,2,61.2,58.0,5315
1147,0.3,4,4,3,61.6,59.0,574
1148,0.32,5,4,5,61.7,55.0,828
1149,0.32,5,4,4,62.5,56.0,561
1150,1.01,2,7,4,64.0,58.0,6176
1151,1.29,4,4,4,58.7,58.0,8842
1152,0.37,5,6,3,61.9,56.0,649
1153,1.01,4,3,2,60.3,60.0,4412
1154,0.9,3,5,5,61.2,56.0,5324
1155,0.4,5,7,6,61.4,56.0,1152
1156,1.52,5,7,3,60.6,58.0,14426
1157,0.34,4,3,6,62.7,59.0,880
1158,1.08,5,3,3,59.7,60.0,5154
1159,0.41,3,4,4,59.9,59.0,827
1160,1.04,5,5,2,62.0,54.0,4695
1161,0.31,5,3,4,61.2,59.0,515
1162,0.3,2,1,3,63.8,56.0,351
1163,1.23,5,3,1,61.6,55.0,3168
1164,0.54,3,4,5,63.6,56.0,1698
1165,0.45,3,4,5,60.0,57.1,1154
1166,1.01,3,4,3,62.7,58.0,5231
1167,0.3,3,7,3,63.1,56.0,662
1168,0.32,5,4,5,61.4,54.0,614
1169,0.3,5,5,4,61.1,56.0,573
1170,0.93,2,7,2,59.2,62.0,3744
1171,0.5,3,4,3,63.3,59.0,1187
1172,0.35,2,5,2,63.8,56.0,591
1173,0.75,3,6,3,61.1,59.0,3005
1174,1.25,5,3,6,60.6,57.0,8036
1175,0.82,3,1,2,62.0,58.0,2175
1176,0.27,5,6,4,62.7,55.0,470
1177,0.92,1,5,3,64.9,58.0,3117
1178,0.7,5,3,6,62.5,56.0,2644
1179,0.3,4,6,6,60.8,60.0,1013
1180,0.3,5,6,4,61.8,55.0,795
1181,0.38,5,6,6,62.5,53.0,1013
1182,1.11,5,3,2,61.2,56.0,5496
1183,1.2,3,2,3,63.8,57.0,5352
1184,0.72,3,2,6,61.7,55.0,2532
1185,0.71,4,5,3,62.3,60.0,2458
1186,0.72,4,3,8,58.7,59.0,3048
1187,0.38,5,6,6,61.6,55.0,1176
1188,0.37,5,3,7,62.0,53.0,815
1189,0.93,4,5,2,61.3,62.0,3317
1190,0.41,5,5,6,61.7,57.0,1115
1191,0.51,5,4,6,62.4,56.0,1916
1192,1.14,5,4,7,61.0,56.0,9037
1193,0.3,5,7,7,61.8,55.0,933
1194,0.42,3,4,2,59.5,61.0,573
1195,1.51,4,3,3,62.0,58.0,9511
1196,0.7,3,5,5,59.9,60.0,2810
1197,0.72,4,3,3,59.9,58.0,2334
1198,1.0,2,5,3,60.1,65.0,4679
1199,0.44,5,4,3,61.1,56.0,813
1200,0.7,4,4,4,60.8,58.0,2317
1201,1.05,3,6,3,59.7,57.0,6224
1202,0.9,3,4,5,62.4,55.0,4358
1203,0.34,5,2,5,62.0,54.0,501
1204,0.31,5,7,4,62.0,55.0,734
1205,0.7,5,3,4,62.6,54.0,2475
1206,0.33,5,5,4,61.1,56.0,804
1207,0.32,3,5,4,59.7,62.0,602
1208,0.73,3,7,2,60.3,60.0,2374
1209,0.81,3,6,3,60.3,60.0,2797
1210,0.31,5,6,8,61.0,57.0,1319
1211,0.71,3,6,3,59.3,59.0,2590
1212,0.64,5,6,6,62.1,53.0,3157
1213,1.0,3,4,4,60.6,60.0,5623
1214,0.7,5,7,5,62.0,57.0,3335
1215,0.52,5,4,3,61.1,55.0,1197
1216,0.31,5,5,4,61.6,55.0,757
1217,0.55,3,6,3,61.0,61.0,1551
1218,0.7,1,4,1,66.7,55.0,956
